ordinal,repeat_seed,scenario_index,noise_seed,dt_minutes,duration_hours,setpoint_c,initial_zone_c,outdoor_c,outdoor_amplitude_c,outdoor_peak_hour,internal_load_w,occupied_load_add_w,occupied_start_hour,occupied_end_hour,door_open_hour,door_open_duration_minutes,door_open_load_w,setpoint_change_hour,setpoint_after_c,c_zone_j_per_k,c_wall_j_per_k,r_out_zone_k_per_w,r_zone_wall_k_per_w,r_out_wall_k_per_w,cooling_capacity_w,actuator_delay_minutes,actuator_tau_minutes,sensor_noise_std_c,sensor_filter_tau_minutes,command_slew_rate_per_minute,command_quantization,minimum_running_command,minimum_on_minutes,minimum_off_minutes,integration_substeps
67,641,3,700073,1.0,5.0,24.105652503637675,24.9417886672975,36.61724698472956,0.7666583856658474,5.192338913984594,849.1569260446379,0.0,1.0,4.0,1.4773004885303125,24.16081317968878,2445.2009640175365,,,2838460.8858146947,10689031.396080703,0.01657600877596494,0.010285911025120973,0.02188911735376728,5647.61993064391,4.71565125029549,4.4629257721481785,0.02821581353313364,2.0,0.05,0.01,0.25,5.0,3.0,6
68,641,4,700074,1.0,5.0,24.024037037823184,22.419558452319965,32.2459637081548,2.265349372263547,2.7535433228705632,504.2452502112642,0.0,1.0,4.0,,0.0,0.0,,,2763073.024029571,7160829.275477491,0.010826453531163141,0.00827658895239593,0.030334237997241744,9766.889973592879,2.865251910600956,4.0755177683071,0.06545041659584705,2.0,0.05,0.01,0.25,5.0,3.0,6
69,641,5,700075,1.0,5.0,24.87530999650053,25.336371316847163,28.9129187050802,1.6303987301365919,2.8893520621526045,620.3405556123231,0.0,1.0,4.0,2.5667853483914778,29.20691022078963,3163.578102421357,,,2877787.9763597036,21530589.733577758,0.016523798751189547,0.010418855435111441,0.019900665455324006,9690.464788445759,8.633608964181377,7.483091481736009,0.04268838159915218,2.0,0.05,0.01,0.25,5.0,3.0,6
70,641,6,700076,1.0,5.0,25.21818001941505,22.430801062459246,37.978820021281294,1.020053810656382,2.4312676354716487,826.6382703236573,0.0,1.0,4.0,,0.0,0.0,,,1717562.020474412,17585526.817621835,0.014166706385419904,0.008952423395783112,0.022055870203755178,6373.549374313306,7.123227580258018,9.389158427462847,0.03422165642141707,2.0,0.05,0.01,0.25,5.0,3.0,6
71,641,7,700077,1.0,5.0,23.618745087216237,25.040132453977815,35.54211097086561,2.7028198101861602,2.9022096475303147,691.0135652696022,0.0,1.0,4.0,,0.0,0.0,,,1602908.6304546772,11515122.063020062,0.011026373025753726,0.006623268966802105,0.01547933087919785,5125.006381976562,10.10777601482698,4.722402231456362,0.05654050496287521,2.0,0.05,0.01,0.25,5.0,3.0,6
72,641,8,700078,1.0,5.0,25.38127005387466,24.64274364596313,35.57068183077797,1.0437668098919395,7.260391483734438,474.17862958877686,0.0,1.0,4.0,,0.0,0.0,,,3133454.386035834,18732846.17211424,0.013239137182860546,0.007982916538565478,0.021282433833926626,10065.56615085545,10.303478744686636,3.794503357505844,0.039516328603489456,2.0,0.05,0.01,0.25,5.0,3.0,6
73,641,9,700079,1.0,5.0,23.92183195233349,19.43956008473765,38.08394156468729,2.6502417680512833,6.365138251955686,1501.1849215786442,0.0,1.0,4.0,,0.0,0.0,0.42845002287796535,22.67457369123936,2447073.7618185403,13918021.474245112,0.009393399869076563,0.01073210888383864,0.014464683355714245,5560.027915341743,3.5314556290850687,7.704925335097648,0.030641821980256518,2.0,0.05,0.01,0.25,5.0,3.0,6
74,641,10,700080,1.0,5.0,24.726954996171678,26.994748599632366,38.12797622176787,3.239581805135233,7.168942946076148,723.2378989081142,0.0,1.0,4.0,,0.0,0.0,3.5825812472798004,26.78670927870265,1118008.5879564213,20786993.759052668,0.015200087304858657,0.006260249200808092,0.020227262472745318,9516.279947969582,3.5715020635755783,5.247713747382323,0.034650961226868296,2.0,0.05,0.01,0.25,5.0,3.0,6
75,641,11,700081,1.0,5.0,25.045871340756477,25.886881306163048,38.597383574138696,2.641535705857256,4.863106568848653,1736.0301031152374,0.0,1.0,4.0,,0.0,0.0,,,1379416.065421584,9499755.993858095,0.015219688842181396,0.0051379576754340735,0.020280338720484868,4710.270445277966,5.381182234005907,4.862583728567986,0.025782986382169228,2.0,0.05,0.01,0.25,5.0,3.0,6
76,641,12,700082,1.0,5.0,25.109911914439223,25.354716001279304,28.018403930109503,0.9244517272991716,7.6548621559123795,1598.561238024026,0.0,1.0,4.0,,0.0,0.0,2.87753995388217,24.23079516088256,1334181.5751328222,7547165.642923595,0.019837677281294822,0.008741109258786893,0.018576799504322436,6069.808519389595,11.047229659568726,7.714610394859178,0.06964486366257425,2.0,0.05,0.01,0.25,5.0,3.0,6
77,641,13,700083,1.0,5.0,24.22701544913955,26.934860909202477,35.616557088503164,2.1150309902652107,2.000735350996533,1025.5153209707366,0.0,1.0,4.0,,0.0,0.0,,,1425635.077100011,21816088.99901654,0.012676361160202512,0.007458245020379576,0.021482686455040707,9913.712077225762,6.056335424871619,6.5240935232485056,0.04382848002870034,2.0,0.05,0.01,0.25,5.0,3.0,6
78,641,14,700084,1.0,5.0,25.38249951995489,28.43328995865357,33.198248515826734,1.793399054019001,5.423091733236547,1271.6751489423384,0.0,1.0,4.0,,0.0,0.0,2.254544602197983,27.297301250571298,2080183.0435379604,14583082.633391991,0.01135830305396947,0.009407259493151706,0.02333405123111148,5346.137148744879,6.404614802714652,4.429284101542253,0.028228189014311685,2.0,0.05,0.01,0.25,5.0,3.0,6
79,641,15,700085,1.0,5.0,23.015542972186683,22.496326716763356,29.63576538224906,1.0061348338920935,7.713998440105829,997.3540751673308,1910.4043258433849,2.0171521739369966,3.553740187896513,,0.0,0.0,,,2263684.5071235746,13296825.740336608,0.01929757566242718,0.01029025232136951,0.021008691116683027,9331.310865278941,2.6117271063872676,3.4161933350869056,0.042403946743488866,2.0,0.05,0.01,0.25,5.0,3.0,6
80,641,16,700086,1.0,5.0,23.13149425547939,19.60402840179995,28.36386184971692,0.887681343695414,7.413309911641592,914.7303636374776,0.0,1.0,4.0,,0.0,0.0,0.3589502675177898,21.836361446097143,1139523.5578140581,14294386.579153476,0.0092230966949697,0.007897452618849722,0.02779170716126704,9994.816767216671,5.477363047216362,6.214744702825536,0.04534543936324727,2.0,0.05,0.01,0.25,5.0,3.0,6
