path,bytes,md5
outputs\submission_package\slides_build_inspection.txt,13244,597935cda7cd05e41a6830d7924cc4e6
outputs\submission_package\slides_montage.png,513902,f87842bfdda1ee2605ac76bcd32aa7b7
outputs\submission_package\slides_montage_v2.png,683351,7564ca1fd2bcb470fd21091707e84fe1
outputs\submission_package\source-notes.txt,1013,a3307cc46faa9020b40dee33bf373df9
outputs\training_convergence_overview.png,166925,6857c42a4c63e9155a280cb0e08111bf
outputs\training_labels.csv,6865,09ba3f40233e512a3eb5021090fe8f2a
outputs\training_labels.png,94747,29dd57c1c2da48947ee0a41ddc3f301e
outputs\training_scenarios.csv,8067,8764cb0028a6fd9458570143ac5aca60
outputs\validation_scenarios.csv,2825,8939d3b67bfd778ffd5b28c49a38e2f2
outputs_adaptive_final_v2\adaptive_state_spec.csv,1740,0db4aae49f768e728ac05561d69287f5
outputs_adaptive_final_v2\algorithm_reports\01_zn_reaction_curve.html,1148312,7bbea51e2351bb919f0a356c81b3cfdf
outputs_adaptive_final_v2\algorithm_reports\01_zn_reaction_curve_initial_cooling.png,155802,b34900cc58b0e80fbfb7813e0272b0e8
outputs_adaptive_final_v2\algorithm_reports\01_zn_reaction_curve_setpoint_step.png,170648,19e89b704ea94e599d14e8a4727d1fbf
outputs_adaptive_final_v2\algorithm_reports\01_zn_reaction_curve_sustained_heat.png,179226,ba187eb0a36ea169d3ed45508173a3ae
outputs_adaptive_final_v2\algorithm_reports\02_imc.html,1120654,83df38e1e7788f7b58175a3ffa33ad51
outputs_adaptive_final_v2\algorithm_reports\02_imc_initial_cooling.png,141895,abea25e30c35bdfe5ef5281ba5dc3062
outputs_adaptive_final_v2\algorithm_reports\02_imc_setpoint_step.png,162225,9f64bd09f7d2dd87ff7bb465344e8798
outputs_adaptive_final_v2\algorithm_reports\02_imc_sustained_heat.png,179637,448f4d7ebc466851a745bc4cf63c7144
outputs_adaptive_final_v2\algorithm_reports\03_bayesian_auto_tune.html,1029201,3c104b38f801a8370bc636a76341a158
outputs_adaptive_final_v2\algorithm_reports\03_bayesian_auto_tune_initial_cooling.png,146978,12689d8399ee2489ff03cd37b95bf837
outputs_adaptive_final_v2\algorithm_reports\03_bayesian_auto_tune_setpoint_step.png,161856,d0d01238905a9ff9712fe1b271170b8f
outputs_adaptive_final_v2\algorithm_reports\03_bayesian_auto_tune_sustained_heat.png,176695,64337780b97dc5eb753aa2451de0f5ba
outputs_adaptive_final_v2\algorithm_reports\04_fnn_self_tuning.html,1153989,42cd0979145862e50d77cb0bd2175650
outputs_adaptive_final_v2\algorithm_reports\04_fnn_self_tuning_initial_cooling.png,143030,62edef3e96b48a2cb15987a3e7c022e7
outputs_adaptive_final_v2\algorithm_reports\04_fnn_self_tuning_setpoint_step.png,163115,d7ba6a7ade7293e7f3fbf10211dcf0e4
outputs_adaptive_final_v2\algorithm_reports\04_fnn_self_tuning_sustained_heat.png,180763,a25de4eea8661c35e0ac1527a01e8be3
outputs_adaptive_final_v2\algorithm_reports\05_rl_self_tuning.html,2107755,42cb5f42c9aa6fa6b0f68813c9eda71f
outputs_adaptive_final_v2\algorithm_reports\05_rl_self_tuning_initial_cooling.png,182106,9dfe252a3153b548940237041d168f67
outputs_adaptive_final_v2\algorithm_reports\05_rl_self_tuning_setpoint_step.png,208637,380c9475b3d454b810a4b41f528491ba
outputs_adaptive_final_v2\algorithm_reports\05_rl_self_tuning_sustained_heat.png,254125,fefb48eb7f4dffe6256c2151fb8c94a0
outputs_adaptive_final_v2\bayesian_search_history.csv,1990,edfe310353c065b1f4c4c70e7ffeeddc
outputs_adaptive_final_v2\bayesian_search_trace.png,264995,c4b702f3713748991dc94f6f659d1673
outputs_adaptive_final_v2\case_initial_cooling.png,184970,826ec3a7381ee1b583554e59b6276fc3
outputs_adaptive_final_v2\case_metrics.csv,4754,ce7c021c7f2b16e5e2d931dd49cf3a27
outputs_adaptive_final_v2\case_setpoint_step.png,255757,a164cada137c01d952d4859468850b14
outputs_adaptive_final_v2\case_studies.png,478526,62a19b609b43117fcc1f6a777a48f88c
outputs_adaptive_final_v2\case_sustained_heat.png,301559,babaa66804c481596fa5363661d6e458
outputs_adaptive_final_v2\classical_tuning_history.csv,3571514,3c5c9d1000626b5ad61e1ff3018cc5bf
outputs_adaptive_final_v2\classical_tuning_process.png,330169,10215dc2da37e098ef8662790f4beb99
outputs_adaptive_final_v2\classical_tuning_steps.csv,3970,f390aeece3d3314e450aa7ad47b19b3b
outputs_adaptive_final_v2\cross_validation_environment.csv,429,d581aa34a6ff98cb5c51c4f99306ffb0
outputs_adaptive_final_v2\dynamic_comparison.png,456961,fd8c1dd8e126574f92b7a8c9e93e7567
outputs_adaptive_final_v2\dynamic_metrics.csv,1819,444314e22a7bea23421e0152fb5cccfb
outputs_adaptive_final_v2\dynamic_timeseries.csv,540943,97aec35980ccfbe4ef238a96e8ce17a4
outputs_adaptive_final_v2\engineering_report.html,4928588,c670f1cf26c37f0419f06f7586b83833
outputs_adaptive_final_v2\engineering_report.md,8820,217825d46828bd2e1f3bbb2b40fbb968
outputs_adaptive_final_v2\fnn_rule_table.npy,528,603caf93b557d5db74342e8a8d51d2de
outputs_adaptive_final_v2\fnn_rule_table_candidate.npy,528,def979fbaa9e0dbc5d3ba5ac59032789
outputs_adaptive_final_v2\fnn_training_history.csv,8309,5cb887a37e90f00c5558e8f8144e28a6
outputs_adaptive_final_v2\fnn_training_samples.csv,233190,64dc91213c43cb6db18bae5d66e09a6f
outputs_adaptive_final_v2\fnn_training_trace.png,353307,c25a9f07ccf7cb4bef31a88c0732b83d
outputs_adaptive_final_v2\fopdt_cross_validation.csv,682,6a30aeefc5d310d7a59d1ab76c8c6bb5
outputs_adaptive_final_v2\fopdt_cross_validation.png,255837,baa7a82de8d78a27c007dc31d8960fd1
outputs_adaptive_final_v2\fopdt_cross_validation_timeseries.csv,362325,1a2f8b12b5a1681ebaeff762b4ec7dc4
outputs_adaptive_final_v2\fopdt_fit_history.csv,7607,48781548db04acc9c509608829604c2c
outputs_adaptive_final_v2\global_bayesian_tuning.csv,95,3e1efabed6f21d6304ea0cffbbd737b3
outputs_adaptive_final_v2\holdout_metrics.csv,25519,52b41fd1422bc103c660d69644092ece
outputs_adaptive_final_v2\holdout_scenarios.csv,6522,9dfc653db6300a26797ad691217e3b9d
outputs_adaptive_final_v2\holdout_summary.csv,3301,638f6b0d96ac127921b59451f3527b51
outputs_adaptive_final_v2\imc_lambda_tuning.csv,2304,490db57c877247cd56fbe759b0a72ece
outputs_adaptive_final_v2\learning_document\HVAC_AI_PID_零基础学习手册.docx,2161028,11245251bb4c47e2da20a8b4c3f9cc56
outputs_adaptive_final_v2\physical_cross_validation.csv,555,318ad91fc86d0d949c60986e4397f40f
outputs_adaptive_final_v2\physical_cross_validation.png,332448,7c50dbfda5cf308b9177aa560ee67030
outputs_adaptive_final_v2\physical_cross_validation_timeseries.csv,81399,18762852484014bbc721477d20c19ddc
outputs_adaptive_final_v2\report_assets\katex\auto-render.min.js,3486,2499f8f84f6a72af275029af0206a56b
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_AMS-Regular.ttf,63632,56573229753fad48910bda2ea1a6dd54
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_AMS-Regular.woff,33516,10824af77e9961cfd548c8a458f10851
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_AMS-Regular.woff2,28076,66c678209ce93b6e2b583f02ce41529e
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Caligraphic-Bold.ttf,12368,497bf407c4c609c6cf1f1ad38f437f7f
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Caligraphic-Bold.woff,7716,de2ba279933d60f7819ff61f71c17bed
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Caligraphic-Bold.woff2,6912,a9e9b0953b078cd40f5e19ef4face6fc
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Caligraphic-Regular.ttf,12344,e6fb499fc8f9925eea3138cccba17fff
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Caligraphic-Regular.woff,7656,a25140fbe6692bffe71a2ab861572eb3
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Caligraphic-Regular.woff2,6908,08d95d99bf4a2b2dc7a876653857f154
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Fraktur-Bold.ttf,19584,b9d7c4497cab3702487214651ab03744
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Fraktur-Bold.woff,13296,40934fc076960bb989d590db044fef62
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Fraktur-Bold.woff2,11348,796f3797cdf36fcaea18c3070a608378
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Fraktur-Regular.ttf,19572,97a699d83318e9334a0deaea6ae5eda2
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Fraktur-Regular.woff,13208,e435cda5784e21b26ab2d03fbcb56a99
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Fraktur-Regular.woff2,11316,f9e6a99f4a543b7d6cad1efb6cf1e4b1
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Main-Bold.ttf,51336,8e431f7ece346b6282dae3d9d0e7a970
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Main-Bold.woff,29912,4cdba6465ab9fac5d3833c6cdba7a8c3
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Main-Bold.woff2,25324,a9382e25bcf75d856718fcef54d7acdb
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Main-BoldItalic.ttf,32968,52fb39b0434c463d5df32419608ab08a
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Main-BoldItalic.woff,19412,5f875f986a9bce1264e8c42417b56f74
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Main-BoldItalic.woff2,16780,d873734390c716d6e18ff3f71ac6eb8b
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Main-Italic.ttf,33580,39349e0a2b366f38e2672b45aded2030
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Main-Italic.woff,19676,8ffd28f6390231548ead99d7835887fa
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Main-Italic.woff2,16988,652970624cde999882102fa2b6a8871f
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Main-Regular.ttf,53580,818582dae57e6fac46202cfd844afabb
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Main-Regular.woff,30772,f1cdb692ee31c10b37262caffced5271
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Main-Regular.woff2,26272,f8a7f19f45060f7a177314855b8c7aa3
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Math-BoldItalic.ttf,31196,6589c4f1f587f73f0ad0af8ae35ccb53
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Math-BoldItalic.woff,18668,48155e43d9a284b54753e50e4ba586dc
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Math-BoldItalic.woff2,16400,1320454d951ec809a7dbccb4f23fccf0
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Math-Italic.ttf,31308,fe5ed5875d95b18c98546cb4f47304ff
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Math-Italic.woff,18748,ed7aea12d765f9e2d0f9bc7fa2be626c
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Math-Italic.woff2,16440,d8b7a801bd87b324efcbae7394119c24
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_SansSerif-Bold.ttf,24504,f2ac73121357210d91e5c3eaa42f72ea
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_SansSerif-Bold.woff,14408,0e897d27f063facef504667290e408bd
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_SansSerif-Bold.woff2,12216,ad546b4719bcf690a3604944b90b7e42
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_SansSerif-Italic.ttf,22364,f60b4a34842bb524b562df092917a542
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_SansSerif-Italic.woff,14112,ef725de572b71381dccf53918e300744
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_SansSerif-Italic.woff2,12028,e934cbc86e2d59ceaf04102c43dc0b50
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_SansSerif-Regular.ttf,19436,3243452ee6817acd761c9757aef93c29
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_SansSerif-Regular.woff,12316,5f8637ee731482c44a37789723f5e499
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_SansSerif-Regular.woff2,10344,1ac3ed6ebe34e473519ca1da86f7a384
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Script-Regular.ttf,16648,a189c37d73ffce63464635dc12cbbc96
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Script-Regular.woff,10588,a82fa2a7e18b8c7a1a9f6069844ebfb9
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Script-Regular.woff2,9644,1b3161eb8cc67462d6e8c2fb96c68507
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Size1-Regular.ttf,12228,0d8d9204004bdf126342605f7bbdffe6
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Size1-Regular.woff,6496,4788ba5b6247e336f734b742fe9900d5
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Size1-Regular.woff2,5468,82ef26dc680ba60d884e051c73d9a42d
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Size2-Regular.ttf,11508,1fdda0e59ed35495ebac28badf210574
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Size2-Regular.woff,6188,b0628bfd27c979a09f702a2277979888
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Size2-Regular.woff2,5208,95a1da914c20455a07b7c9e2dcf2836d
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Size3-Regular.ttf,7588,963af864cbb10611ba33267ba7953777
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Size3-Regular.woff,4420,4de844d4552e941f6b9c38837a8d487b
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Size3-Regular.woff2,3624,9108a400f4787cffdcc3a3b813401e6a
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Size4-Regular.ttf,10364,27a23ee69999affa55491c7dab8e53bf
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Size4-Regular.woff,5980,3045a61f722bc4b198450ce69b3e3824
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Size4-Regular.woff2,4928,61522cd3d9043622e235ab57762754f2
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Typewriter-Regular.ttf,27556,6bf4287568e1d3004b54d5d60f9f08f9
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Typewriter-Regular.woff,16028,0e0460587676d22eae09accd6dcfebc6
outputs_adaptive_final_v2\report_assets\katex\fonts\KaTeX_Typewriter-Regular.woff2,13568,b8b8393d2e65fcebda5fa99fa3264f41
outputs_adaptive_final_v2\report_assets\katex\katex.min.css,24728,f135708cdeb09e80a2c4125b22d30bd5
outputs_adaptive_final_v2\report_assets\katex\katex.min.js,272179,45d69fd6e087c760434078d3cd280f04
outputs_adaptive_final_v2\report_assets\katex\katex.mjs,618249,77f0b0bee07ec70cd349c543fe21c1fa
outputs_adaptive_final_v2\report_assets\katex\LICENSE,1294,a4319b1f01181c5babd2702855a5c928
outputs_adaptive_final_v2\rl_q_table.npy,5528,58471084bbe49538cd711f2771f79bfd
outputs_adaptive_final_v2\rl_q_table_candidate.npy,5528,58471084bbe49538cd711f2771f79bfd
outputs_adaptive_final_v2\rl_training_history.csv,187499,35f21dac24a83736680c66e1999c6c46
outputs_adaptive_final_v2\rl_training_trace.png,906670,4fea85df022d4ee66c9bcb82f56d07c9
outputs_adaptive_final_v2\rl_training_transitions.csv,7700969,721878d9cb2049d45397e74b1d28679b
outputs_adaptive_final_v2\training_convergence_overview.png,166338,1fb350848113d4cc53ab2d110d2bb50f
outputs_adaptive_final_v2\training_labels.csv,16112,b6f7c8dcd733164b21c3c82d7f317d45
outputs_adaptive_final_v2\training_labels.png,111139,ce1cbb67786643cb2a88a2d5541df4fa
outputs_adaptive_final_v2\training_scenarios.csv,18568,c419f66041124a35b93e4ebcb3896914
outputs_advanced_bailian\advanced_holdout_summary.csv,2166,7a3b14879e42f7df429a2ebfae149031
outputs_advanced_bailian\advanced_tuning_report.md,1414,a6d554ed1477475a8d757a6e449e255b
outputs_advanced_bailian\imc_tuning_history.csv,1465,a90032dfcf0009b59f265dd5b69519ca
outputs_advanced_bailian\llm_tuning_history.csv,3387,527593bc9e8f18b8a39e7f23c35229bc
outputs_advanced_bailian\ordinary_bo_history.csv,1773,79ae7020bd989f64ef2a0664b6bc9061
outputs_advanced_bailian\safe_bo_history.csv,1457,1ff724cfeb99fb606f71d094a0f99941
outputs_advanced_bailian\tuning_wall_time.csv,255,a19f6dbb35ea1ba35d336c6ee8cf1313
outputs_advanced_quick\advanced_holdout_summary.csv,2142,d80091bc35f8650e860535f7f4b89ce3
outputs_advanced_quick\advanced_tuning_report.md,1396,016cf5a87f504b7c4eaed86f268a2f26
outputs_advanced_quick\imc_tuning_history.csv,1462,9cd162abcf3c9f848e42c3514f1750e8
outputs_advanced_quick\llm_tuning_history.csv,1184,64489e4744705cadc4542685c19f3dea
outputs_advanced_quick\ordinary_bo_history.csv,1768,615272b6b110bdd291e323e4558b9c11
outputs_advanced_quick\safe_bo_history.csv,1461,b197d4a2cd34109f142dbebe17564fcb
outputs_advanced_quick\tuning_wall_time.csv,254,c03536fec1efeaa7ad71d196e66b6242
outputs_embedded_demo\bo_temperature_demo.csv,71992,a570ee1ff49c043076f4490e197a3be1
outputs_embedded_demo\bo_temperature_demo.html,117763,9798c647ed6e07d2cd355eddf127620d
outputs_embedded_demo\bo_temperature_demo_summary.json,814,baa433cb58360db7a5cec38b750438f3
outputs_embedded_demo\esp32_build_validation.md,1066,03e4a257e5dbcdb40f313475998e9731
outputs_embedded_demo\ESP32_七算法温度闭环_零基础教学.pptx,96319,5665a41330c7e4a2a4b7d5d3877c9d9d
outputs_embedded_demo\fnn_temperature_demo.csv,75120,cc0e04a94f49b0a5d8973f419b0d8fa5
outputs_embedded_demo\fnn_temperature_demo.html,122471,447df71436a1186eb22f044db532e72b
outputs_embedded_demo\fnn_temperature_demo_summary.json,847,5ff03267e1f51df3b90ac57b44b40f62
outputs_embedded_demo\imc_temperature_demo.csv,68632,9acf03f259fbcbc603d45fb65b60d4cd
outputs_embedded_demo\imc_temperature_demo.html,117638,64eda7e0156f4d162e4b6d3f32afd1cb
outputs_embedded_demo\imc_temperature_demo_summary.json,813,57bc8aa356879a8d4948fa953849c9a4
outputs_embedded_demo\llm_agent_trace.csv,1609,b9aefbe5c8717e9a0c3232917de35bce
outputs_embedded_demo\llm_temperature_demo.csv,71546,96790f2361d4f45c113b0d0a937abda9
outputs_embedded_demo\llm_temperature_demo.html,121419,ee0fe88998d306909352cbb49ed837fa
outputs_embedded_demo\llm_temperature_demo_agent_trace.csv,1626,8655d953c36e65b8fafca81870ec04e5
outputs_embedded_demo\llm_temperature_demo_summary.json,1300,45e8fdba6775fd2bbdad336b96d79c1e
outputs_embedded_demo\rl_temperature_demo.csv,71681,2ef58bb5df80bd7260b8d7df02c280f0
outputs_embedded_demo\rl_temperature_demo.html,117367,419b6200094461144bfdfece003cfd09
outputs_embedded_demo\rl_temperature_demo_summary.json,794,7c75940f25cd54835cf43ca4ea16198f
outputs_embedded_demo\safe_bo_temperature_demo.csv,72846,3bb950bd90d32a8206479d7e2b3ae67c
outputs_embedded_demo\safe_bo_temperature_demo.html,117438,eccff84359954b0c99ee55b03b04b878
outputs_embedded_demo\safe_bo_temperature_demo_summary.json,818,f5d1cbaa8938da9e0713d448832c30bb
outputs_embedded_demo\seven_algorithm_summary.csv,4522,74de9f856f8229a0ff722d8a0431cba8
outputs_embedded_demo\temperature_control_demo.html,725289,5a2f9cc1fdaab573e653a31412498119
outputs_embedded_demo\zn_temperature_demo.csv,65339,16efdf60155b29187b0cda68e391fe24
outputs_embedded_demo\zn_temperature_demo.html,119897,ef174bf6fdcc30c63cbcbe353473261b
outputs_embedded_demo\zn_temperature_demo_summary.json,881,15e3316e0683335a3127b92dd8fdf03a
outputs_llm_agent\llm_agent_summary.json,2648,d1febba2b9e1d91e729857371149dd3c
outputs_llm_agent\llm_agent_temperature.csv,71546,96790f2361d4f45c113b0d0a937abda9
outputs_llm_agent\llm_agent_temperature_demo.html,121425,8babb595d24b8d9d3d51c131d137e866
outputs_llm_agent\llm_agent_trace.csv,1609,b9aefbe5c8717e9a0c3232917de35bce
outputs_llm_agent_bailian\llm_agent_summary.json,1481,cce8f2dd2f0e09808c49d2f2b7faf4d1
outputs_llm_agent_bailian\llm_agent_temperature.csv,76157,04e3e9033202ae9b31afd113b0f9fe5e
outputs_llm_agent_bailian\llm_agent_temperature_demo.html,125620,cc1a4f648eedb76b2ee6f03280f76823
outputs_llm_agent_bailian\llm_agent_trace.csv,1824,f8535d7b517d3cd5f89f98479f047748
outputs_llm_agent_live\llm_agent_summary.json,1615,efe265629c71dd8c5f0dab93ce1ed506
outputs_llm_agent_live\llm_agent_temperature.csv,76157,04e3e9033202ae9b31afd113b0f9fe5e
outputs_llm_agent_live\llm_agent_temperature_demo.html,125155,b53e4bce2ae1f0a07b7add2fba97f2c2
outputs_llm_agent_live\llm_agent_trace.csv,1441,a3e08ee539bbaf0c1b7c7718c966b925
outputs_llm_agent_live_max\llm_agent_summary.json,1542,6c89f06406cd3d9ec5304a2c99982cd9
outputs_llm_agent_live_max\llm_agent_temperature.csv,66805,19b68764003b753cf5c7df89a20a2744
outputs_llm_agent_live_max\llm_agent_temperature_demo.html,120182,a577d56f1fefd8708be74ec1a1cc1cbe
outputs_llm_agent_live_max\llm_agent_trace.csv,1443,87e483bc07b4b71fc32467813ae4570c
outputs_llm_agent_real\llm_agent_summary.json,849,14d9303734720d8804896ff95dbe6ff8
outputs_llm_agent_real\llm_agent_temperature.csv,76157,04e3e9033202ae9b31afd113b0f9fe5e
outputs_llm_agent_real\llm_agent_temperature_demo.html,122750,e892302ccfd2445482bb2e26ca6c0dcd
outputs_llm_agent_real\llm_agent_trace.csv,184,b69f1ed007fba81aa278a86f664a45a5
outputs_llm_matrix\qwen-max_hard\llm_agent_summary.json,1598,a026475a991e85bb22608102e18bc894
outputs_llm_matrix\qwen-max_hard\llm_agent_temperature.csv,75996,28af32c415e47d26fafb68d6162cb299
outputs_llm_matrix\qwen-max_hard\llm_agent_temperature_demo.html,125355,a981dcd50f358f863e6df20087bbbad7
outputs_llm_matrix\qwen-max_hard\llm_agent_trace.csv,1504,27563884dda57f0e96145adfecffa4d3
outputs_llm_matrix\qwen-max_std\llm_agent_summary.json,1637,84b05cf1a90422f2e3c3a72be1c103e7
outputs_llm_matrix\qwen-max_std\llm_agent_temperature.csv,69207,2001b3ae2520c84e9a0e0f2d8f23365e
outputs_llm_matrix\qwen-max_std\llm_agent_temperature_demo.html,121024,6c96e94fc307f4d3abd895f9e28a3074
outputs_llm_matrix\qwen-max_std\llm_agent_trace.csv,1962,5fe219bba270fbd98ffc541de79c14c8
outputs_llm_matrix\qwen-plus_hard\llm_agent_summary.json,1633,f9bae8246f9536b27df141705567e7e3
outputs_llm_matrix\qwen-plus_hard\llm_agent_temperature.csv,75996,28af32c415e47d26fafb68d6162cb299
outputs_llm_matrix\qwen-plus_hard\llm_agent_temperature_demo.html,125417,6ba3ccb76e3010c58e34dbbcfc5240a4
outputs_llm_matrix\qwen-plus_hard\llm_agent_trace.csv,1530,39323291650102cf24cb3244f9ba8560
outputs_llm_matrix\qwen-plus_std\llm_agent_summary.json,1657,672bc0acc4e399b63f00523de93b3621
outputs_llm_matrix\qwen-plus_std\llm_agent_temperature.csv,76157,04e3e9033202ae9b31afd113b0f9fe5e
outputs_llm_matrix\qwen-plus_std\llm_agent_temperature_demo.html,125844,f700114338353954cf82fc311d19114b
outputs_llm_matrix\qwen-plus_std\llm_agent_trace.csv,1901,6a74b53f093f4aeee4ef6bdcc53b4c7e
outputs_llm_matrix\qwen-turbo_hard\llm_agent_summary.json,1601,3c0daadfb541c0e541900aa741e352ec
outputs_llm_matrix\qwen-turbo_hard\llm_agent_temperature.csv,75996,28af32c415e47d26fafb68d6162cb299
outputs_llm_matrix\qwen-turbo_hard\llm_agent_temperature_demo.html,125589,38d6de355449ac278446bf59e9742afb
outputs_llm_matrix\qwen-turbo_hard\llm_agent_trace.csv,1628,58b2e0e2adf60f126b164ed5a981e993
outputs_llm_matrix\qwen-turbo_std\llm_agent_summary.json,1600,2490dc422fd15b32efa549c3a1c4a120
outputs_llm_matrix\qwen-turbo_std\llm_agent_temperature.csv,76157,04e3e9033202ae9b31afd113b0f9fe5e
outputs_llm_matrix\qwen-turbo_std\llm_agent_temperature_demo.html,125383,2bda52e0b0d9b3dc82b37bcdfae9ef4d
outputs_llm_matrix\qwen-turbo_std\llm_agent_trace.csv,1608,4b311dcdb2ebd43381c8a6fbe8bdc32d
outputs_llm_matrix_v2\qwen-max_hard\llm_agent_summary.json,1637,f600c33a53bc83228c54297f737c90e8
outputs_llm_matrix_v2\qwen-max_hard\llm_agent_temperature.csv,75996,28af32c415e47d26fafb68d6162cb299
outputs_llm_matrix_v2\qwen-max_hard\llm_agent_temperature_demo.html,125443,b1054cee892e1b7333c46ec7667dd319
outputs_llm_matrix_v2\qwen-max_hard\llm_agent_trace.csv,1551,ebbbf64c7d06dea74e0ab2418a5ec70e
outputs_llm_matrix_v2\qwen-max_std\llm_agent_summary.json,1555,98e4065a7764c26039863c7c6ff02881
outputs_llm_matrix_v2\qwen-max_std\llm_agent_temperature.csv,76157,04e3e9033202ae9b31afd113b0f9fe5e
outputs_llm_matrix_v2\qwen-max_std\llm_agent_temperature_demo.html,125682,15f36d87901364e3939f1620e0a5fca8
outputs_llm_matrix_v2\qwen-max_std\llm_agent_trace.csv,1840,e993d5385971cf4be27f68e3b2d83deb
outputs_llm_matrix_v2\qwen-plus_hard\llm_agent_summary.json,1642,cc64a7adc54c3fdb30baf0932f47b3c1
outputs_llm_matrix_v2\qwen-plus_hard\llm_agent_temperature.csv,75996,28af32c415e47d26fafb68d6162cb299
outputs_llm_matrix_v2\qwen-plus_hard\llm_agent_temperature_demo.html,125055,1b1bd9f7789682a310ab4cfc80a3ed2e
outputs_llm_matrix_v2\qwen-plus_hard\llm_agent_trace.csv,1273,1eecf5d4606954660bac5da0b77f7470
outputs_llm_matrix_v2\qwen-plus_std\llm_agent_summary.json,1584,ba242fb5d5870b5afd68456e0402545b
outputs_llm_matrix_v2\qwen-plus_std\llm_agent_temperature.csv,56419,3562d237a43793961ca7ac0e7a83cf8f
outputs_llm_matrix_v2\qwen-plus_std\llm_agent_temperature_demo.html,119554,a7dd9add3f70cca83b8c5a0bb96cc9cf
outputs_llm_matrix_v2\qwen-plus_std\llm_agent_trace.csv,1804,054fa6af5b779420175e0cada470d55c
outputs_llm_matrix_v2\qwen-turbo_hard\llm_agent_summary.json,1481,c989de1794ac455c6855604573375e51
outputs_llm_matrix_v2\qwen-turbo_hard\llm_agent_temperature.csv,62086,12dfcb8ca99aefbd4293b80fbde68d31
outputs_llm_matrix_v2\qwen-turbo_hard\llm_agent_temperature_demo.html,117895,a2f341cf247e669b4f4701a2c1489933
